"","SiteName","SampleName","SampleDate","NumberOfPools","ReachLength","pools_per_ft"
"248","09DEE2211","09DEE2211_19",2019-08-19 16:20:00,0,18.6,0
"251","08LAK3879","08LAK3879_19",2019-08-12 15:15:00,0,8.6,0
"254","08SAM2674","08SAM2674_19",2019-08-06 16:45:00,0,10.3,0
"255","08NOR1362","08NOR1362_19",2019-08-06 19:40:00,1,10.2,0.0980392156862745
"256","08ISS4748","08ISS4748_19",2019-07-22 19:50:00,3,20.9,0.143540669856459
"259","07TKL047047","07TKL047047_19",2019-08-12 15:30:00,4,12,0.333333333333333
"263","Miller_Cove","Miller_Cove_19",2019-08-26 17:00:00,3,20.1,0.149253731343284
"264","Miller_SWSSD","Miller_SWSSD_19",2019-08-26 15:20:00,2,35,0.0571428571428571
"265","08WES1340","08WES1340_19",2019-08-26 18:15:00,2,27.6,0.072463768115942
"266","WalkerPreserve","WalkerPreserve_19",2019-08-26 15:15:00,0,3,0
"267","07STL080295","07STL080295_19",2019-08-22 17:30:00,0,40.8,0
"268","07CHR234411","07CHR234411_19",2019-08-22 21:15:00,1,23.8,0.0420168067226891
"269","07HAR025863","07HAR025863_19",2019-08-20 15:54:00,0,26.2,0
"270","07GRN022903","07GRN022903_19",2019-08-20 18:39:00,1,32.8,0.0304878048780488
"271","08LAK3628","08LAK3628_19",2019-08-22 15:15:00,0,22.7,0
"273","09LOW0751","09LOW0751_19",2019-09-05 18:15:00,0,15,0
"274","08SAM2865","08SAM2865_19",2019-08-27 15:30:00,0,19.3,0
"275","08NOR1370","08NOR1370_19",2019-08-22 19:30:00,4,24.2,0.165289256198347
"276","08LAK3540","08LAK3540_19",2019-08-29 15:15:00,3,35.7,0.0840336134453781
"277","07PAT166087","07PAT166087_19",2019-07-22 16:37:00,1,15.2,0.0657894736842105
"278","09LOW0753","09LOW0753_19",2019-09-05 16:15:00,0,10.1,0
"279","07PAT187623","07PAT187623_19",2019-08-28 15:45:00,1,1.5,0.666666666666667
"280","09JEN1318","09JEN1318_19",2019-09-05 20:15:00,0,4.3,0
"281","BSE_21_GolfCrs","BSE_21_GolfCrs_19",2019-09-10 16:45:00,1,15.5,0.0645161290322581
"282","09DEE2208","09DEE2208_19",2019-08-28 21:00:00,1,60.5,0.0165289256198347
"283","09BLA0768","09BLA0768_19",2019-08-28 18:20:00,0,23,0
"284","09NEW2128","09NEW2128_19",2019-09-10 19:30:00,0,21.6,0
"288","09MIL0340","09MIL0340_19",2019-09-10 17:15:00,0,6,0
"289","08LAK3121","08LAK3121_19",2019-08-06 20:17:00,0,7.4,0
"291","07PAT231079","07PAT231079_19",2019-08-28 17:53:00,2,12.8,0.15625
"292","09LOW0325","09LOW0325_19",2019-09-10 15:15:00,0,9.6,0
"294","08LAK2827","08LAK2827_19",2019-09-11 20:00:00,1,20.6,0.0485436893203883
"295","08EAS2540","08EAS2540_19",2019-09-11 17:30:00,1,10.4,0.0961538461538461
"296","08EAS2446","08EAS2446_19",2019-09-11 15:24:00,0,28.4,0
"297","07SFS041891","07SFS041891_19",2019-08-27 20:27:00,0,65.4,0
"300","09COV1165","09COV1165_19",2019-09-12 15:30:00,0,25.2,0
"302","07PAT001415","07PAT001415_19",2019-08-12 18:30:00,0,10.6,0
"305","08WES1037","08WES1037_19",2019-09-18 20:15:00,0,6.1,0
"306","08EVA3640","08EVA3640_19",2019-09-16 15:40:00,1,11.1,0.0900900900900901
"307","08EAS2191","08EAS2191_19",2019-09-16 18:05:00,0,5.1,0
"308","09COV1418","09COV1418_19",2019-09-19 17:15:00,0,22.2,0
"311","09BLA0771","09BLA0771_19",2019-09-19 15:15:00,0,10.2,0
"312","09SOO1022","09SOO1022_19",2019-09-19 20:15:00,1,14.1,0.0709219858156028
"313","07HAR070087","07HAR070087_19",2019-09-19 15:00:00,0,3.4,0
"314","08LAK3627","08LAK3627_19",2019-09-23 15:15:00,0,12.6,0
"315","08WES0629","08WES0629_19",2019-09-25 18:30:00,1,16.6,0.0602409638554217
"316","08WES1490","08WES1490_19",2019-09-23 19:15:00,1,11.8,0.0847457627118644
"317","08CED2433","08CED2433_19",2019-09-23 17:15:00,2,11.5,0.173913043478261
"318","07LNT075179","07LNT075179_19",2019-10-02 17:15:00,6,4.7,1.27659574468085
"321","08LIT2602","08LIT2602_19",2019-10-01 15:15:00,1,16.2,0.0617283950617284
"326","09BLA0716","09BLA0716_19",2019-09-26 15:00:00,0,6.6,0
"327","08SAM1914","08SAM1914_19",2019-10-01 20:45:00,1,9.1,0.10989010989011
"328","07CHR070059","07CHR070059_19",2019-09-03 16:00:00,1,20.7,0.0483091787439614
"329","08LIT2603","08LIT2603_19",2019-10-07 20:15:00,0,7.1,0
"331","07GRN077319","07GRN077319_19",2019-09-03 18:00:00,2,56.3,0.0355239786856128
"332","09SOO1209","09SOO1209_19",2019-09-26 19:45:00,0,8.5,0
"334","09BLA0675","09BLA0675_19",2019-09-24 15:10:00,1,16.9,0.0591715976331361
"335","09MIL0390","09MIL0390_19",2019-09-24 17:30:00,0,18.2,0
"338","09NEW2076","09NEW2076_19",2019-10-07 16:00:00,1,5.3,0.188679245283019
"339","09MID1537","09MID1537_19",2019-09-26 17:30:00,0,4.7,0
"342","09NEW2102","09NEW2102_19",2019-10-03 16:15:00,1,21.1,0.0473933649289099
"344","09JEN1357","09JEN1357_19",2019-09-24 20:00:00,1,5.4,0.185185185185185
"346","07PAT228627","07PAT228627_19",2019-09-25 15:30:00,1,6,0.166666666666667
"347","09DEE2294","09DEE2294_19",2019-09-30 16:15:00,1,8.8,0.113636363636364
"348","08EAS2631","08EAS2631_19",2019-09-18 17:00:00,2,21.9,0.091324200913242
"352","07SFS009443","07SFS009443_19",2019-09-19 17:45:00,1,73.1,0.0136798905608755
"358","08ISS4724","08ISS4724_19",2019-10-11 15:15:00,2,49,0.0408163265306122
"360","09MID1958","09MID1958_19",2019-07-29 20:45:00,0,26,0
"362","08BEA3914","08BEA3914_19",2019-08-06 19:25:00,0,19.2,0
"366","09SOO1283","09SOO1283_19",2019-09-19 16:15:00,2,30,0.0666666666666667
"367","08ISS3958","08ISS3958_19",2019-08-29 16:15:00,0,7,0
"369","08LIT2585","08LIT2585_19",2019-09-17 18:00:00,1,30,0.0333333333333333
"370","08EAS2058","08EAS2058_19",2019-09-04 21:10:00,1,53,0.0188679245283019
"371","08SAM2862","08SAM2862_19",2019-09-18 16:45:00,0,32,0
"372","07LMS026663","07LMS026663_19",2019-09-05 17:15:00,0,147,0
"373","08WES0903","08WES0903_19",2019-10-01 17:15:00,1,15,0.0666666666666667
"376","08BEA3826","08BEA3826_19",2019-08-06 17:40:00,4,26.2,0.152671755725191
"377","08SAM3047","08SAM3047_19",2019-08-28 16:15:00,3,45,0.0666666666666667
"380","08WES0622","08WES0622_19",2019-08-28 20:05:00,0,35,0
"382","08SAM0000","08SAM0000_19",2019-09-24 19:30:00,1,30,0.0333333333333333
"383","08LAK3699","08LAK3699_19",2019-09-09 18:15:00,0,23,0
"384","08ISS4573","08ISS4573_19",2019-08-29 18:00:00,1,19,0.0526315789473684
"385","VashShing","VashShin_19",2019-09-30 15:45:00,1,57,0.0175438596491228
"386","09BLA0817","09BLA0817_19",2019-09-04 18:55:00,0,26,0
"387","VashChris","VashChris_19",2019-09-30 17:45:00,1,30,0.0333333333333333
"388","28A","28A_19",2019-09-30 19:00:00,3,39.2,0.0765306122448979
"396","08CED2898","08CED2898_20",2020-08-05 16:50:00,0,9,0
"398","08BEA3650","08BEA3650_20",2020-08-10 17:45:00,1,17,0.0588235294117647
"399","08BEA3571","08BEA3571_20",2020-08-12 21:00:00,0,5.4,0
"400","08EVA3640","08EVA3640_20",2020-08-04 16:00:00,0,21,0
"402","09BLA0675","09BLA0675_20",2020-07-27 17:00:00,0,65.5,0
"403","08LAK3879","08LAK3879_20",2020-08-06 17:15:00,2,12.8,0.15625
"404","08WES1178","08WES1178_20",2020-07-30 15:30:00,1,8.3,0.120481927710843
"405","08NOR1370","08NOR1370_20",2020-07-30 18:30:00,0,12.2,0
"406","08CED5046","08CED5046_20",2020-07-28 17:45:00,4,31.6,0.126582278481013
"407","08SAM2855","08SAM2855_20",2020-08-12 20:30:00,0,13,0
"408","08NOR1750","08NOR1750_20",2020-08-12 16:45:00,3,43,0.0697674418604651
"409","07PAT231079","07PAT231079_20",2020-07-29 16:30:00,0,39,0
"410","09MIL0390","09MIL0390_20",2020-07-22 18:45:00,0,37,0
"411","09MIL0340","09MIL0340_20",2020-07-22 17:00:00,0,5.85,0
"412","09DUW0225","09DUW0225_20",2020-07-22 22:15:00,0,21.6,0
"413","08CED5032","08CED5032_20",2020-07-28 21:30:00,2,15,0.133333333333333
"414","09BLA0716","09BLA0716_20",2020-07-27 19:45:00,0,25.6,0
"415","09COV1418","09COV1418_20",2020-07-29 21:00:00,0,15,0
"416","09MID1374","09MID1374_20",2020-07-29 17:30:00,0,15.2,0
"418","08CED4192","08CED4192_20",2020-08-05 19:30:00,1,42,0.0238095238095238
"419","08CED2711","08CED2711_20",2020-08-11 20:00:00,5,33.9,0.147492625368732
"420","09BLA0771","09BLA0771_20",2020-08-11 15:30:00,3,15.6,0.192307692307692
"421","09BLA0772","09BLA0772_20",2020-08-11 17:30:00,0,22,0
"423","07TKL072439","07TKL072439_20",2020-08-13 20:00:00,1,18.3,0.0546448087431694
"424","08ISS4735","08ISS4735_20",2020-08-18 19:45:00,3,22,0.136363636363636
"425","08ISS4730","08ISS4730_20",2020-08-18 16:30:00,2,46.5,0.043010752688172
"426","09COV1165","09COV1165_20",2020-07-23 16:35:00,0,69.62,0
"427","09JEN1318","09JEN1318_20",2020-07-23 20:30:00,0,5,0
"428","08CED2433","08CED2433_20",2020-08-17 16:20:00,2,11.5,0.173913043478261
"429","09BLA0722","09BLA0722_20",2020-08-17 19:40:00,2,23.7,0.0843881856540084
"430","07STL080295","07STL080295_20",2020-08-25 19:15:00,0,31,0
"431","07PAT001415","07PAT001415_20",2020-08-25 16:00:00,0,14,0
"432","08ISS4294","08ISS4294_20",2020-07-29 15:50:00,0,29.4,0
"434","08ISS4724","08ISS4724_20",2020-07-28 18:15:00,0,16.47,0
