"TNAME"	"SUBKINGDOM"	"INFRAKINGDOM"	"SUPERPHYLUM"	"PHYLUM"	"SUBPHYLUM"	"INFRAPHYLUM"	"SUPERCLASS"	"CLASS"	"SUBCLASS"	"INFRACLASS"	"SUPERORDER"	"ORDER"	"SUBORDER"	"INFRAORDER"	"SUPERFAMILY"	"FAMILY"	"SUBFAMILY"	"TRIBE"	"SUBTRIBE"	"GENUS"	"SPECIES"	"NUMOCC"	"otufin"	"otufin2"
"AMIOCENTRUS"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"LIMNEPHILOIDEA"	"BRACHYCENTRIDAE"	NA	NA	NA	"AMIOCENTRUS"	NA	17	"BRACHYCENTRIDAE"	NA
"BRACHYCENTRUS"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"LIMNEPHILOIDEA"	"BRACHYCENTRIDAE"	NA	NA	NA	"BRACHYCENTRUS"	NA	134	"BRACHYCENTRUS"	"BRACHYCENTRUS"
"MICRASEMA"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"LIMNEPHILOIDEA"	"BRACHYCENTRIDAE"	NA	NA	NA	"MICRASEMA"	NA	587	"MICRASEMA"	"MICRASEMA"
"BRACHYCENTRIDAE"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"LIMNEPHILOIDEA"	"BRACHYCENTRIDAE"	NA	NA	NA	NA	NA	30	"BRACHYCENTRIDAE"	NA
"GOERA"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"LIMNEPHILOIDEA"	"GOERIDAE"	"GOERINAE"	NA	NA	"GOERA"	NA	1	"LIMNEPHILOIDEA"	NA
"GOERACEA"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"LIMNEPHILOIDEA"	"GOERIDAE"	"GOERINAE"	NA	NA	"GOERACEA"	NA	21	"LIMNEPHILOIDEA"	NA
"GOERIDAE"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"LIMNEPHILOIDEA"	"GOERIDAE"	NA	NA	NA	NA	NA	2	"LIMNEPHILOIDEA"	NA
"LEPIDOSTOMA"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"LIMNEPHILOIDEA"	"LEPIDOSTOMATIDAE"	"LEPIDOSTOMATINAE"	NA	NA	"LEPIDOSTOMA"	NA	779	"LEPIDOSTOMA"	"LEPIDOSTOMA"
"ALLOCOSMOECUS"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"LIMNEPHILOIDEA"	"LIMNEPHILIDAE"	"DICOSMOECINAE"	NA	NA	"ALLOCOSMOECUS"	NA	9	"DICOSMOECINAE"	"DICOSMOECINAE"
"AMPHICOSMOECUS"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"LIMNEPHILOIDEA"	"LIMNEPHILIDAE"	"DICOSMOECINAE"	NA	NA	"AMPHICOSMOECUS"	NA	1	"DICOSMOECINAE"	"DICOSMOECINAE"
"CRYPTOCHIA"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"LIMNEPHILOIDEA"	"LIMNEPHILIDAE"	"DICOSMOECINAE"	NA	NA	"CRYPTOCHIA"	NA	46	"DICOSMOECINAE"	"DICOSMOECINAE"
"DICOSMOECUS"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"LIMNEPHILOIDEA"	"LIMNEPHILIDAE"	"DICOSMOECINAE"	NA	NA	"DICOSMOECUS"	NA	160	"DICOSMOECINAE"	"DICOSMOECINAE"
"ECCLISOCOSMOECUS"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"LIMNEPHILOIDEA"	"LIMNEPHILIDAE"	"DICOSMOECINAE"	NA	NA	"ECCLISOCOSMOECUS"	NA	1	"DICOSMOECINAE"	"DICOSMOECINAE"
"ECCLISOMYIA"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"LIMNEPHILOIDEA"	"LIMNEPHILIDAE"	"DICOSMOECINAE"	NA	NA	"ECCLISOMYIA"	NA	41	"DICOSMOECINAE"	"DICOSMOECINAE"
"EOCOSMOECUS"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"LIMNEPHILOIDEA"	"LIMNEPHILIDAE"	"DICOSMOECINAE"	NA	NA	"EOCOSMOECUS"	NA	1	"DICOSMOECINAE"	"DICOSMOECINAE"
"ONOCOSMOECUS"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"LIMNEPHILOIDEA"	"LIMNEPHILIDAE"	"DICOSMOECINAE"	NA	NA	"ONOCOSMOECUS"	NA	65	"DICOSMOECINAE"	"DICOSMOECINAE"
"PSYCHOGLYPHA"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"LIMNEPHILOIDEA"	"LIMNEPHILIDAE"	"LIMNEPHILINAE"	"CHILOSTIGMINI"	NA	"PSYCHOGLYPHA"	NA	122	"PSYCHOGLYPHA"	"PSYCHOGLYPHA"
"CLOSTOECA"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"LIMNEPHILOIDEA"	"LIMNEPHILIDAE"	"LIMNEPHILINAE"	"STENOPHYLACINI"	NA	"CLOSTOECA"	NA	1	"LIMNEPHILINAE"	NA
"HYDATOPHYLAX"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"LIMNEPHILOIDEA"	"LIMNEPHILIDAE"	"LIMNEPHILINAE"	"STENOPHYLACINI"	NA	"HYDATOPHYLAX"	NA	8	"LIMNEPHILINAE"	NA
"LIMNEPHILIDAE"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"LIMNEPHILOIDEA"	"LIMNEPHILIDAE"	NA	NA	NA	NA	NA	225	"LIMNEPHILIDAE"	NA
"NEOPHYLAX"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"LIMNEPHILOIDEA"	"UENOIDAE"	"THREMMATINAE"	NA	NA	"NEOPHYLAX"	NA	423	"NEOPHYLAX"	"THREMMATINAE"
"OLIGOPHLEBODES"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"LIMNEPHILOIDEA"	"UENOIDAE"	"THREMMATINAE"	NA	NA	"OLIGOPHLEBODES"	NA	80	"THREMMATINAE"	"THREMMATINAE"
"FARULA"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"LIMNEPHILOIDEA"	"UENOIDAE"	"UENOINAE"	NA	NA	"FARULA"	NA	9	"UENOIDAE"	NA
"NEOTHREMMA"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"LIMNEPHILOIDEA"	"UENOIDAE"	"UENOINAE"	NA	NA	"NEOTHREMMA"	NA	35	"UENOIDAE"	NA
"UENOIDAE"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"LIMNEPHILOIDEA"	"UENOIDAE"	NA	NA	NA	NA	NA	84	"UENOIDAE"	NA
"LIMNEPHILOIDEA"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"LIMNEPHILOIDEA"	NA	NA	NA	NA	NA	NA	3	"LIMNEPHILOIDEA"	NA
"DOLOPHILODES"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"PHILOPOTAMOIDEA"	"PHILOPOTAMIDAE"	"PHILOPOTAMINAE"	NA	NA	"DOLOPHILODES"	NA	72	"PHILOPOTAMINAE"	"PHILOPOTAMINAE"
"WORMALDIA"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"PHILOPOTAMOIDEA"	"PHILOPOTAMIDAE"	"PHILOPOTAMINAE"	NA	NA	"WORMALDIA"	NA	633	"WORMALDIA"	"PHILOPOTAMINAE"
"PHILOPOTAMIDAE"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"PHILOPOTAMOIDEA"	"PHILOPOTAMIDAE"	NA	NA	NA	NA	NA	65	"PHILOPOTAMIDAE"	NA
"RHYACOPHILA"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"RHYACOPHILOIDEA"	"RHYACOPHILIDAE"	NA	NA	NA	"RHYACOPHILA"	NA	2142	"RHYACOPHILA"	"RHYACOPHILA"
"GUMAGA"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"SERICOSTOMATOIDEA"	"SERICOSTOMATIDAE"	NA	NA	NA	"GUMAGA"	NA	1	"GUMAGA"	"GUMAGA"
"TRICHOPTERA"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	127	"TRICHOPTERA"	NA
"CORYDALIDAE"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"NEUROPTERIDA"	"MEGALOPTERA"	NA	NA	NA	"CORYDALIDAE"	NA	NA	NA	NA	NA	1	"MEGALOPTERA"	"MEGALOPTERA"
"SIALIS"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"NEUROPTERIDA"	"MEGALOPTERA"	NA	NA	NA	"SIALIDAE"	NA	NA	NA	"SIALIS"	NA	80	"SIALIS"	"MEGALOPTERA"
"CORIXIDAE"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"PARANEOPTERA"	"HEMIPTERA"	"HETEROPTERA"	"NEPOMORPHA"	"CORIXOIDEA"	"CORIXIDAE"	NA	NA	NA	NA	NA	9	"CORIXIDAE"	"CORIXIDAE"
"CAPNIIDAE"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"POLYNEOPTERA"	"PLECOPTERA"	"EUHOLOGNATHA"	NA	NA	"CAPNIIDAE"	NA	NA	NA	NA	NA	140	"CAPNIIDAE"	"CAPNIIDAE"
"DESPAXIA.AUGUSTA"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"POLYNEOPTERA"	"PLECOPTERA"	"EUHOLOGNATHA"	NA	NA	"LEUCTRIDAE"	"LEUCTRINAE"	NA	NA	"DESPAXIA"	"DESPAXIA.AUGUSTA"	135	"LEUCTRIDAE"	"LEUCTRIDAE"
"MOSELIA"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"POLYNEOPTERA"	"PLECOPTERA"	"EUHOLOGNATHA"	NA	NA	"LEUCTRIDAE"	"LEUCTRINAE"	NA	NA	"MOSELIA"	NA	71	"LEUCTRIDAE"	"LEUCTRIDAE"
"LEUCTRIDAE"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"POLYNEOPTERA"	"PLECOPTERA"	"EUHOLOGNATHA"	NA	NA	"LEUCTRIDAE"	NA	NA	NA	NA	NA	348	"LEUCTRIDAE"	"LEUCTRIDAE"
"MALENKA"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"POLYNEOPTERA"	"PLECOPTERA"	"EUHOLOGNATHA"	NA	NA	"NEMOURIDAE"	"AMPHINEMURINAE"	NA	NA	"MALENKA"	NA	1316	"MALENKA"	"MALENKA"
"SOYEDINA"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"POLYNEOPTERA"	"PLECOPTERA"	"EUHOLOGNATHA"	NA	NA	"NEMOURIDAE"	"NEMOURINAE"	NA	NA	"SOYEDINA"	NA	153	"NEMOURINAE"	NA
"VISOKA.CATARACTAE"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"POLYNEOPTERA"	"PLECOPTERA"	"EUHOLOGNATHA"	NA	NA	"NEMOURIDAE"	"NEMOURINAE"	NA	NA	"VISOKA"	"VISOKA.CATARACTAE"	58	"VISOKA.CATARACTAE"	"VISOKA.CATARACTAE"
"ZAPADA.CINCTIPES"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"POLYNEOPTERA"	"PLECOPTERA"	"EUHOLOGNATHA"	NA	NA	"NEMOURIDAE"	"NEMOURINAE"	NA	NA	"ZAPADA"	"ZAPADA.CINCTIPES"	2184	"ZAPADA.CINCTIPES"	"ZAPADA.CINCTIPES"
"ZAPADA.COLUMBIANA"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"POLYNEOPTERA"	"PLECOPTERA"	"EUHOLOGNATHA"	NA	NA	"NEMOURIDAE"	"NEMOURINAE"	NA	NA	"ZAPADA"	"ZAPADA.COLUMBIANA"	37	"ZAPADA.COLUMBIANA"	"ZAPADA.COLUMBIANA"
"ZAPADA.FRIGIDA"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"POLYNEOPTERA"	"PLECOPTERA"	"EUHOLOGNATHA"	NA	NA	"NEMOURIDAE"	"NEMOURINAE"	NA	NA	"ZAPADA"	"ZAPADA.FRIGIDA"	31	"ZAPADA"	NA
"ZAPADA.OREGONENSIS"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"POLYNEOPTERA"	"PLECOPTERA"	"EUHOLOGNATHA"	NA	NA	"NEMOURIDAE"	"NEMOURINAE"	NA	NA	"ZAPADA"	"ZAPADA.OREGONENSIS"	804	"ZAPADA"	NA
"ZAPADA"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"POLYNEOPTERA"	"PLECOPTERA"	"EUHOLOGNATHA"	NA	NA	"NEMOURIDAE"	"NEMOURINAE"	NA	NA	"ZAPADA"	NA	53	"ZAPADA"	NA
"NEMOURIDAE"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"POLYNEOPTERA"	"PLECOPTERA"	"EUHOLOGNATHA"	NA	NA	"NEMOURIDAE"	NA	NA	NA	NA	NA	285	"NEMOURIDAE"	NA
"TAENIOPTERYGIDAE"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"POLYNEOPTERA"	"PLECOPTERA"	"EUHOLOGNATHA"	NA	NA	"TAENIOPTERYGIDAE"	NA	NA	NA	NA	NA	6	"EUHOLOGNATHA"	NA
"PLUMIPERLA"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"POLYNEOPTERA"	"PLECOPTERA"	"SYSTELLOGNATHA"	NA	NA	"CHLOROPERLIDAE"	"CHLOROPERLINAE"	NA	NA	"PLUMIPERLA"	NA	1	"CHLOROPERLINAE"	"CHLOROPERLINAE"
"SWELTSA"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"POLYNEOPTERA"	"PLECOPTERA"	"SYSTELLOGNATHA"	NA	NA	"CHLOROPERLIDAE"	"CHLOROPERLINAE"	NA	NA	"SWELTSA"	NA	2008	"SWELTSA"	"CHLOROPERLINAE"
"KATHROPERLA"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"POLYNEOPTERA"	"PLECOPTERA"	"SYSTELLOGNATHA"	NA	NA	"CHLOROPERLIDAE"	"PARAPERLINAE"	NA	NA	"KATHROPERLA"	NA	115	"CHLOROPERLIDAE"	NA
"PARAPERLA"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"POLYNEOPTERA"	"PLECOPTERA"	"SYSTELLOGNATHA"	NA	NA	"CHLOROPERLIDAE"	"PARAPERLINAE"	NA	NA	"PARAPERLA"	NA	177	"CHLOROPERLIDAE"	NA
"CHLOROPERLIDAE"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"POLYNEOPTERA"	"PLECOPTERA"	"SYSTELLOGNATHA"	NA	NA	"CHLOROPERLIDAE"	NA	NA	NA	NA	NA	516	"CHLOROPERLIDAE"	NA
"YORAPERLA"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"POLYNEOPTERA"	"PLECOPTERA"	"SYSTELLOGNATHA"	NA	NA	"PELTOPERLIDAE"	"PELTOPERLINAE"	NA	NA	"YORAPERLA"	NA	195	"YORAPERLA"	"YORAPERLA"
"CALINEURIA.CALIFORNICA"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"POLYNEOPTERA"	"PLECOPTERA"	"SYSTELLOGNATHA"	NA	NA	"PERLIDAE"	"ACRONEURIINAE"	"ACRONEURIINI"	NA	"CALINEURIA"	"CALINEURIA.CALIFORNICA"	502	"CALINEURIA.CALIFORNICA"	"CALINEURIA.CALIFORNICA"
"DORONEURIA"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"POLYNEOPTERA"	"PLECOPTERA"	"SYSTELLOGNATHA"	NA	NA	"PERLIDAE"	"ACRONEURIINAE"	"ACRONEURIINI"	NA	"DORONEURIA"	NA	188	"DORONEURIA"	"DORONEURIA"
"HESPEROPERLA.PACIFICA"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"POLYNEOPTERA"	"PLECOPTERA"	"SYSTELLOGNATHA"	NA	NA	"PERLIDAE"	"ACRONEURIINAE"	"ACRONEURIINI"	NA	"HESPEROPERLA"	"HESPEROPERLA.PACIFICA"	960	"HESPEROPERLA.PACIFICA"	"HESPEROPERLA.PACIFICA"
"CLAASSENIA.SABULOSA"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"POLYNEOPTERA"	"PLECOPTERA"	"SYSTELLOGNATHA"	NA	NA	"PERLIDAE"	"PERLINAE"	"PERLINI"	NA	"CLAASSENIA"	"CLAASSENIA.SABULOSA"	15	"PERLIDAE"	NA
"PERLIDAE"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"POLYNEOPTERA"	"PLECOPTERA"	"SYSTELLOGNATHA"	NA	NA	"PERLIDAE"	NA	NA	NA	NA	NA	255	"PERLIDAE"	NA
"ISOPERLA"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"POLYNEOPTERA"	"PLECOPTERA"	"SYSTELLOGNATHA"	NA	NA	"PERLODIDAE"	"ISOPERLINAE"	NA	NA	"ISOPERLA"	NA	263	"ISOPERLA"	"ISOPERLA"
"MEGARCYS"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"POLYNEOPTERA"	"PLECOPTERA"	"SYSTELLOGNATHA"	NA	NA	"PERLODIDAE"	"PERLODINAE"	"ARCYNOPTERYGINI"	NA	"MEGARCYS"	NA	20	"MEGARCYS"	"ARCYNOPTERYGINI"
"PERLINODES.AUREA"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"POLYNEOPTERA"	"PLECOPTERA"	"SYSTELLOGNATHA"	NA	NA	"PERLODIDAE"	"PERLODINAE"	"ARCYNOPTERYGINI"	NA	"PERLINODES"	"PERLINODES.AUREA"	2	"ARCYNOPTERYGINI"	"ARCYNOPTERYGINI"
