"","SiteName","SampleName","SampleDate","ThalwegDepth"
"202","08EVA3637","08EVA3637_19","2019-08-08 16:00:00.0000000",2.75590551181102
"203","07CHR045515","07CHR045515_19","2019-08-08 16:30:00.0000000",8.75984251968504
"204","08LAK3879","08LAK3879_19","2019-08-12 15:15:00.0000000",3.64173228346457
"205","07TKL047047","07TKL047047_19","2019-08-12 15:30:00.0000000",9.05511811023622
"206","07PAT001415","07PAT001415_19","2019-08-12 18:30:00.0000000",4.13385826771654
"207","09DUW0277","09DUW0277_19","2019-08-12 19:20:00.0000000",3.54330708661417
"208","09MID1817","09MID1817_19","2019-08-13 15:45:00.0000000",3.54330708661417
"209","09COV1756","09COV1756_19","2019-08-13 19:47:00.0000000",7.97244094488189
"210","07LMS033235","07LMS033235_19","2019-08-14 16:05:00.0000000",9.54724409448819
"211","07RAG022147","07RAG022147_19","2019-08-14 17:15:00.0000000",4.6259842519685
"212","09SOO1134","09SOO1134_19","2019-08-15 15:15:00.0000000",12.7952755905512
"213","09SOO1130","09SOO1130_19","2019-08-15 19:00:00.0000000",11.5157480314961
"214","08BEA3747","08BEA3747_19","2019-08-19 15:45:00.0000000",10.4330708661417
"215","09DEE2211","09DEE2211_19","2019-08-19 16:20:00.0000000",4.92125984251969
"216","08BEA3571","08BEA3571_19","2019-08-19 18:45:00.0000000",8.85826771653543
"217","08NOR1750","08NOR1750_19","2019-08-19 21:15:00.0000000",8.07086614173228
"218","07HAR025863","07HAR025863_19","2019-08-20 15:54:00.0000000",4.52755905511811
"219","08EAS2546","08EAS2546_19","2019-08-20 17:45:00.0000000",2.75590551181102
"220","07GRN022903","07GRN022903_19","2019-08-20 18:39:00.0000000",5.41338582677165
"221","08EAS1964","08EAS1964_19","2019-08-20 21:00:00.0000000",6.49606299212598
"222","08LAK3628","08LAK3628_19","2019-08-22 15:15:00.0000000",3.24803149606299
"223","07STL080295","07STL080295_19","2019-08-22 17:30:00.0000000",25.492125984252
"224","08NOR1370","08NOR1370_19","2019-08-22 19:30:00.0000000",11.0236220472441
"225","07CHR234411","07CHR234411_19","2019-08-22 21:15:00.0000000",10.0393700787402
"226","WalkerPreserve","WalkerPreserve_19","2019-08-26 15:15:00.0000000",6.59448818897638
"227","Miller_SWSSD","Miller_SWSSD_19","2019-08-26 15:20:00.0000000",7.48031496062992
"228","Miller_Cove","Miller_Cove_19","2019-08-26 17:00:00.0000000",8.16929133858268
"229","08WES1340","08WES1340_19","2019-08-26 18:15:00.0000000",5.01968503937008
"230","08SAM2865","08SAM2865_19","2019-08-27 15:30:00.0000000",5.01968503937008
"231","07LNT163403","07LNT163403_19","2019-08-27 16:30:00.0000000",5.31496062992126
"232","07SFS041891","07SFS041891_19","2019-08-27 20:27:00.0000000",21.751968503937
"233","07PAT187623","07PAT187623_19","2019-08-28 15:45:00.0000000",16.8307086614173
"234","08SAM3047","08SAM3047_19","2019-08-28 16:15:00.0000000",1.87007874015748
"235","07PAT231079","07PAT231079_19","2019-08-28 17:53:00.0000000",3.0511811023622
"236","09BLA0768","09BLA0768_19","2019-08-28 18:20:00.0000000",5.01968503937008
"237","08WES0622","08WES0622_19","2019-08-28 20:05:00.0000000",1.96850393700787
"238","09DEE2208","09DEE2208_19","2019-08-28 21:00:00.0000000",10.0393700787402
"239","08LAK3540","08LAK3540_19","2019-08-29 15:15:00.0000000",5.51181102362205
"240","08ISS3958","08ISS3958_19","2019-08-29 16:15:00.0000000",2.95275590551181
"241","08ISS4573","08ISS4573_19","2019-08-29 18:00:00.0000000",4.23228346456693
"242","07CHR070059","07CHR070059_19","2019-09-03 16:00:00.0000000",5.61023622047244
"243","07GRN077319","07GRN077319_19","2019-09-03 18:00:00.0000000",7.7755905511811
"244","09BLA0817","09BLA0817_19","2019-09-04 18:55:00.0000000",2.75590551181102
"245","08EAS2058","08EAS2058_19","2019-09-04 21:10:00.0000000",6.98818897637795
"246","09LOW0753","09LOW0753_19","2019-09-05 16:15:00.0000000",2.85433070866142
"247","07LMS026663","07LMS026663_19","2019-09-05 17:15:00.0000000",30.6102362204724
"248","09LOW0751","09LOW0751_19","2019-09-05 18:15:00.0000000",3.24803149606299
"249","07LMS103591","07LMS103591_19","2019-09-05 19:45:00.0000000",10.2362204724409
"250","09JEN1318","09JEN1318_19","2019-09-05 20:15:00.0000000",10.1377952755906
"251","08LAK3699","08LAK3699_19","2019-09-09 18:15:00.0000000",4.42913385826772
"252","09LOW0325","09LOW0325_19","2019-09-10 15:15:00.0000000",3.34645669291339
"253","BSE_21_GolfCrs","BSE_21_GolfCrs_19","2019-09-10 16:45:00.0000000",9.94094488188976
"254","09MIL0340","09MIL0340_19","2019-09-10 17:15:00.0000000",5.21653543307087
"255","08EVA3813","08EVA3813_19","2019-09-10 18:15:00.0000000",3.44488188976378
