"","SiteName","SampleDate","LargeWoodyDebrisNumber","SampleName"
"1","08WES0622",2017-07-25 08:30:00,2,"08WES0622_17"
"2","08BEA3571",2017-07-24 12:15:00,4,"08BEA3571_17"
"3","09COV1756",2017-07-26 11:59:59,9,"09COV1756_17"
"4","09COV1862",2017-07-26 14:00:00,12,"09COV1862_17"
"5","09JEN1357",2017-07-30 23:59:59,7,"09JEN1357_17"
"6","09JEN1318",2017-07-31 11:00:00,2,"09JEN1318_17"
"7","08EAS1964",2017-08-01 13:45:00,15,"08EAS1964_17"
"8","08WES0903",2017-07-25 13:29:59,21,"08WES0903_17"
"9","08WES0905",2017-07-25 10:35:00,0,"08WES0905_17"
"10","09NEW2076",2017-08-29 11:59:59,4,"09NEW2076_17"
"11","08BEA3826",2017-08-22 09:30:00,17,"08BEA3826_17"
"12","09SOO1209",2017-08-01 11:00:00,10,"09SOO1209_17"
"13","BSE_8_268hAveSE",2017-08-30 13:45:00,0,"BSE_8_268hAveSE_17"
"14","BSE_1_MudMtnRd",2017-08-30 11:14:59,11,"BSE_1_MudMtnRd_17"
"15","09BLA0716",2017-08-23 11:14:59,2,"09BLA0716_17"
"16","09DEE2208",2017-08-29 09:15:00,18,"09DEE2208_17"
"17","09BLA0772",2017-08-29 09:15:00,7,"09BLA0772_17"
"18","08CED4192",2017-08-10 09:44:59,22,"08CED4192_17"
"19","08CED2433",2017-08-28 08:30:00,1,"08CED2433_17"
"20","08LAK3540",2017-08-28 11:45:00,8,"08LAK3540_17"
"21","09BLA0817",2017-08-28 14:30:00,6,"09BLA0817_17"
"22","08EAS2546",2017-08-14 10:00:00,2,"08EAS2546_17"
"23","09BLA0756",2017-08-23 13:45:00,7,"09BLA0756_17"
"24","09BLA0675",2017-08-23 09:15:00,0,"09BLA0675_17"
"25","09SOO1134",2017-08-02 09:30:00,9,"09SOO1134_17"
"26","08BEA3914",2017-08-22 13:00:00,10,"08BEA3914_17"
"27","08LAK3627",2017-08-01 11:00:00,9,"08LAK3627_17"
"28","08BEA3474",2017-07-27 10:29:59,1,"08BEA3474_17"
"29","08EAS2631",2017-08-03 08:45:00,9,"08EAS2631_17"
"30","08EAS2058",2017-08-03 11:00:00,21,"08EAS2058_17"
"32","08CED2518",2017-08-10 14:00:00,2,"08CED2518_17"
"33","09MID1958",2017-08-07 13:29:59,9,"09MID1958_17"
"34","09COV1864",2017-08-03 09:15:00,1,"09COV1864_17"
"35","09COV1165",2017-08-03 12:30:00,20,"09COV1165_17"
"36","09COV1418",2017-08-17 10:15:00,15,"09COV1418_17"
"37","09SOO1283",2017-08-02 09:15:00,16,"09SOO1283_17"
"38","07PAT231079",2017-08-15 08:59:59,12,"07PAT231079_17"
"39","08LAK3699",2017-08-15 11:59:59,6,"08LAK3699_17"
"40","09SOO1130",2017-08-02 00:15:00,73,"09SOO1130_17"
"41","09MID1817",2017-08-16 11:59:59,10,"09MID1817_17"
"42","08ISS4573",2017-08-02 08:59:59,0,"08ISS4573_17"
"43","08ISS4884",2017-08-02 13:00:00,10,"08ISS4884_17"
"44","08SAM2674",2017-09-18 09:15:00,5,"08SAM2674_17"
"45","08BEA3650",2017-09-18 11:00:00,3,"08BEA3650_17"
"46","08BEA3737",2017-09-18 00:44:59,1,"08BEA3737_17"
"47","WalkerPreserve",2017-09-13 11:30:00,1,"WalkerPreserve_17"
"48","08CED4975",2017-07-31 14:00:00,14,"08CED4975_17"
"49","08CED2711",2017-09-21 10:15:00,14,"08CED2711_17"
"50","07RAG004615",2017-08-07 08:59:59,1,"07RAG004615_17"
"51","08LAK3628",2017-09-25 09:15:00,2,"08LAK3628_17"
"52","07LNT075179",2017-09-27 13:15:00,23,"07LNT075179_17"
"53","Miller_SWSSD",2017-09-13 13:00:00,8,"Miller_SWSSD_17"
"54","08SAM1914",2017-09-14 08:45:00,6,"08SAM1914_17"
"55","07SFS009443",2017-09-11 13:45:00,12,"07SFS009443_17"
"57","08SAM3045",2017-08-23 13:00:00,0,"08SAM3045_17"
"58","07SFS041891",2017-08-23 13:29:59,2,"07SFS041891_17"
"59","07SFS011059",2017-08-23 11:14:59,1,"07SFS011059_17"
"60","08SAM2865",2017-08-24 11:59:59,2,"08SAM2865_17"
"61","07LMS093027",2017-09-05 09:15:00,10,"07LMS093027_17"
"62","Miller_Cove",2017-09-13 09:15:00,2,"Miller_Cove_17"
"63","09DEE2211",2017-08-18 09:30:00,0,"09DEE2211_17"
"64","07GRN022903",2017-09-11 11:30:00,7,"07GRN022903_17"
"65","08LAK3880",2017-09-28 14:00:00,0,"08LAK3880_17"
"66","Evans Creek Trib #0108",2017-08-23 09:30:00,NA,"Evans Creek Trib #0108_17"
"67","07LNT062039",2017-09-27 10:29:59,8,"07LNT062039_17"
"68","07SFS066611",2017-08-24 10:15:00,8,"07SFS066611_17"
"69","07STL184007",2017-08-23 08:59:59,0,"07STL184007_17"
"70","09NEW2128",2017-10-07 12:15:00,0,"09NEW2128_17"
"71","07SFS011475",2017-08-24 11:45:00,9,"07SFS011475_17"
"72","08EAS2272",2017-08-14 12:15:00,3,"08EAS2272_17"
"73","08SAM3047",2017-07-27 11:59:59,20,"08SAM3047_17"
"74","08SAM2855",2017-07-27 09:30:00,2,"08SAM2855_17"
"75","09MID2426",2017-08-16 09:30:00,4,"09MID2426_17"
"76","09NEW1657",2017-09-07 09:30:00,20,"09NEW1657_17"
"77","07RAG043443",2017-08-06 23:59:59,3,"07RAG043443_17"
"78","07LMS026663",2017-08-14 10:15:00,15,"07LMS026663_17"
"79","08LAK3879",2017-08-15 13:45:00,4,"08LAK3879_17"
"80","09SOO1022",2017-08-02 11:14:59,4,"09SOO1022_17"
"81","09NEW2102",2017-07-26 08:59:59,6,"09NEW2102_17"
"82","09DEE2163",2017-08-16 09:30:00,1,"09DEE2163_17"
"83","08LAK2827",2017-08-01 08:30:00,0,"08LAK2827_17"
"84","09MIL0390",2017-07-20 02:00:00,3,"09MIL0390_17"
"86","09SOO0943",2017-08-08 11:59:59,2,"09SOO0943_17"
"87","09BLA0771",2017-07-26 13:00:00,8,"09BLA0771_17"
"88","09LOW0751",2017-08-17 01:15:00,13,"09LOW0751_17"
"90","09MIL0340",2017-07-20 11:30:00,1,"09MIL0340_17"
"91","09DEE2294",2017-08-16 12:44:59,16,"09DEE2294_17"
"92","08ISS4730",2017-08-09 10:00:00,9,"08ISS4730_17"
"93","KNKC",2017-09-14 14:30:00,NA,"KNKC_17"
"94","KNKT-U",2017-09-07 14:59:59,NA,"KNKT-U_17"
"95","SFCC",2017-09-20 13:00:00,NA,"SFCC_17"
"96","TAMA_MOUTH",2017-08-29 11:30:00,NA,"TAMA_MOUTH_17"
"97","PI01",2017-09-05 09:15:00,NA,"PI01_17"
"98","PI02",2017-09-14 12:44:59,NA,"PI02_17"
"99","PIVE1895",2017-09-07 15:30:00,NA,"PIVE1895_17"
"100","VENE",2017-09-07 14:14:59,NA,"VENE_17"
"101","TNMA0609",2017-09-28 12:15:00,NA,"TNMA0609_17"
"102","TNMA6462",2017-10-05 10:00:00,NA,"TNMA6462_17"
"103","08EAS2540",2017-07-20 09:15:00,21,"08EAS2540_17"
"104","95T",2017-09-28 13:15:00,NA,"95T_17"
"105","KNKT-D",2017-09-07 01:29:59,NA,"KNKT-D_17"
"106","NFCC",2017-08-30 08:59:59,NA,"NFCC_17"
"107","NFCT",2017-09-08 11:00:00,NA,"NFCT_17"
"108","SFCT",2017-09-08 10:29:59,NA,"SFCT_17"
"109","MA01",2017-08-28 00:44:59,NA,"MA01_17"
"110","MOHL",2017-10-05 11:59:59,NA,"MOHL_17"
"111","PIMA6462",2017-09-05 10:29:59,NA,"PIMA6462_17"
"112","PIMA7729",2017-09-14 11:30:00,NA,"PIMA7729_17"
"113","TMMA1199",2017-09-18 10:45:00,NA,"TMMA1199_17"
"114","TMMA3168",2017-09-18 09:15:00,NA,"TMMA3168_17"
"115","TMMA8751",2017-09-18 11:45:00,NA,"TMMA8751_17"
"116","TNMA7673",2017-08-30 12:15:00,NA,"TNMA7673_17"
"117","TSMA6612",2017-08-30 13:29:59,NA,"TSMA6612_17"
"118","TSMA7774",2017-09-20 22:29:59,NA,"TSMA7774_17"
"119","08NOR2115",2017-08-21 08:14:59,3,"08NOR2115_17"
"120","07RAG002867",2017-08-06 23:59:59,24,"07RAG002867_17"
"121","07GRN077319",2017-09-08 13:15:00,12,"07GRN077319_17"
"122","07HAR070087",2017-08-08 10:29:59,1,"07HAR070087_17"
"123","07PAT001415",2017-08-07 13:45:00,6,"07PAT001415_17"
"124","07TKL072439",2017-08-09 09:15:00,4,"07TKL072439_17"
"125","08BEA3321",2017-08-21 13:29:59,11,"08BEA3321_17"
"126","07STL080295",2017-08-10 14:00:00,3,"07STL080295_17"
"127","08CED5046",2017-07-31 09:15:00,15,"08CED5046_17"
"128","08CED5032",2017-07-31 11:45:00,15,"08CED5032_17"
"129","07LMS213875",2017-09-12 11:45:00,5,"07LMS213875_17"
"131","07LMS103591",2017-09-12 10:00:00,15,"07LMS103591_17"
"134","07RAG022147",2017-08-22 08:59:59,60,"07RAG022147_17"
"135","07RAG018227",2017-08-24 14:30:00,11,"07RAG018227_17"
"136","07RAG042787",2017-08-22 11:14:59,11,"07RAG042787_17"
"137","07CHR045515",2017-08-22 11:59:59,14,"07CHR045515_17"
"138","07TKL047047",2017-08-14 13:15:00,11,"07TKL047047_17"
"139","08ISS4748",2017-07-20 13:15:00,8,"08ISS4748_17"
"140","08BEA3747",2017-07-24 09:44:59,15,"08BEA3747_17"
"141","08LAK3121",2017-07-20 13:29:59,2,"08LAK3121_17"
"142","07LMS055075",2017-09-12 13:00:00,0,"07LMS055075_17"
"143","07LMS033235",2017-08-14 14:14:59,87,"07LMS033235_17"
"144","07LNT130827",2017-08-16 13:00:00,37,"07LNT130827_17"
"145","07HAR025863",2017-08-17 09:30:00,3,"07HAR025863_17"
"146","07CHR070059",2017-08-22 09:30:00,1,"07CHR070059_17"
"147","08EAS2446",2017-08-15 12:44:59,5,"08EAS2446_17"
"148","08ISS4294",2017-10-10 09:44:59,0,"08ISS4294_17"
"149","08NOR2306",2017-08-20 23:59:59,14,"08NOR2306_17"
"150","08BEA3312",2017-08-23 10:29:59,3,"08BEA3312_17"
"151","08ISS3962",2017-07-20 09:15:00,22,"08ISS3962_17"
"152","08ISS3958",2017-08-15 09:44:59,3,"08ISS3958_17"
"153","08EAS1536",2017-08-21 08:59:59,6,"08EAS1536_17"
"154","08EAS2191",2017-08-21 11:45:00,7,"08EAS2191_17"
"155","08SAM0000",2017-08-21 13:45:00,13,"08SAM0000_17"
"156","08ISS4724",2017-10-26 14:14:59,12,"08ISS4724_17"
"157","BSE_21_GolfCrs",2017-08-30 09:15:00,5,"BSE_21_GolfCrs_17"
"158","09LOW0325",2017-08-28 12:15:00,5,"09LOW0325_17"
"159","09LOW0753",2017-08-28 09:30:00,2,"09LOW0753_17"
"160","09BLA0722",2017-09-12 10:29:59,9,"09BLA0722_17"
"161","09BLA0768",2017-07-26 08:45:00,3,"09BLA0768_17"
"162","08ISS3877",2017-07-19 10:15:00,11,"08ISS3877_17"
"163","08CED2898",2017-08-10 12:15:00,1,"08CED2898_17"
"164","09MID1537",2017-08-24 11:30:00,0,"09MID1537_17"
"165","08SAM2862",2017-08-24 09:15:00,2,"08SAM2862_17"
"166","08EVA3637",2017-07-26 10:29:59,1,"08EVA3637_17"
"167","08WES0629",2017-07-27 13:15:00,35,"08WES0629_17"
"168","08LIT2585",2017-07-31 10:45:00,23,"08LIT2585_17"
"170","08WES1178",2017-07-27 11:00:00,4,"08WES1178_17"
"171","08LIT2682",2017-07-31 14:30:00,12,"08LIT2682_17"
"172","08LIT2781",2017-08-01 10:15:00,13,"08LIT2781_17"
"173","08LIT2692",2017-08-01 13:00:00,5,"08LIT2692_17"
"175","08NOR1370",2017-08-08 11:30:00,10,"08NOR1370_17"
"176","08NOR1362",2017-08-08 12:44:59,2,"08NOR1362_17"
"177","08NOR1756",2017-08-10 12:44:59,17,"08NOR1756_17"
"178","08NOR1750",2017-08-10 10:45:00,13,"08NOR1750_17"
"179","09DUW0277",2017-08-31 14:30:00,0,"09DUW0277_17"
"180","08EVA3642",2017-09-07 11:59:59,3,"08EVA3642_17"
"181","08WES1340",2017-09-18 09:44:59,13,"08WES1340_17"
"182","08EVA3813",2017-08-23 11:45:00,6,"08EVA3813_17"
"183","09MID1374",2017-08-24 13:29:59,7,"09MID1374_17"
"184","09DUW0225",2017-08-31 13:00:00,3,"09DUW0225_17"
"185","09DUW0091",2017-09-05 14:14:59,1,"09DUW0091_17"
"186","08EVA3640",2017-09-07 10:00:00,2,"08EVA3640_17"
"187","08WES1579",2017-09-12 12:44:59,0,"08WES1579_17"
"188","09MID1744",2017-09-12 09:30:00,3,"09MID1744_17"
"189","08WES1037",2017-09-17 23:59:59,3,"08WES1037_17"
"190","08LIT2602",2017-09-21 11:14:59,9,"08LIT2602_17"
"191","08LIT2603",2017-09-20 23:59:59,4,"08LIT2603_17"
"192","08LIT2685",2017-09-24 23:59:59,3,"08LIT2685_17"
"193","VashChris",2017-09-20 14:59:59,0,"VashChris_17"
"194","VashShing",2017-08-03 08:59:59,5,"VashShing_17"
"195","28A",2017-08-03 11:00:00,8,"28A_17"
"174","08EVA3640",2018-08-30 17:05:00,1,"08EVA3640_18"
"211","07SFS066611",2018-08-29 17:35:00,9,"07SFS066611_18"
"310","07RAG018227",2018-08-27 20:30:00,9,"07RAG018227_18"
"417","07RAG043443",2018-08-08 16:30:00,32,"07RAG043443_18"
"612","07LMS033235",2018-08-06 18:45:00,37,"07LMS033235_18"
"714","07LMS093027",2018-08-13 19:36:00,2,"07LMS093027_18"
"810","07STL080295",2018-08-07 19:55:00,1,"07STL080295_18"
"910","07LMS055075",2018-08-29 20:51:00,0,"07LMS055075_18"
"1010","07PAT228627",2018-08-29 19:50:00,15,"07PAT228627_18"
"1110","07LMS213875",2018-08-06 20:56:00,5,"07LMS213875_18"
"1210","07LMS026663",2018-08-13 15:38:00,13,"07LMS026663_18"
"1310","08WES0622",2018-08-02 16:50:00,16,"08WES0622_18"
"1410","08ISS3877",2018-07-25 16:30:00,25,"08ISS3877_18"
"1510","08BEA3826",2018-08-06 18:45:00,6,"08BEA3826_18"
"1610","07HAR070087",2018-08-07 16:45:00,3,"07HAR070087_18"
"1710","09MIL0390",2018-08-24 17:40:00,0,"09MIL0390_18"
"1810","08WES1178",2018-08-02 16:43:00,0,"08WES1178_18"
"1910","BSE_21_GolfCrs",2018-08-09 17:00:00,32,"BSE_21_GolfCrs_18"
"2010","08EAS2058",2018-08-14 21:00:00,NA,"08EAS2058_18"
"212","08EAS2540",2018-07-31 15:30:00,6,"08EAS2540_18"
"2210","08ISS4294",2018-08-01 20:24:00,0,"08ISS4294_18"
"2310","08CED2898",2018-08-01 21:30:00,5,"08CED2898_18"
"244","09NEW1657",2018-08-23 18:50:00,13,"09NEW1657_18"
"252","08CED2711",2018-08-01 18:45:00,19,"08CED2711_18"
"262","08EAS1964",2018-08-14 18:27:00,12,"08EAS1964_18"
"285","08WES0629",2018-08-02 19:30:00,8,"08WES0629_18"
"293","09BLA0756",2018-08-29 19:00:00,15,"09BLA0756_18"
"301","08BEA3914",2018-08-06 21:30:00,1,"08BEA3914_18"
"31","08EAS2446",2018-08-14 15:50:00,8,"08EAS2446_18"
"322","08LAK3879",2018-08-01 16:40:00,12,"08LAK3879_18"
"333","09MID1374",2018-08-23 22:00:00,5,"09MID1374_18"
"341","09SOO1134",2018-08-16 17:00:00,17,"09SOO1134_18"
"351","08EAS2272",2018-08-31 19:50:00,0,"08EAS2272_18"
"361","09MID2426",2018-08-23 17:40:00,5,"09MID2426_18"
"374","09MID1817",2018-08-23 20:20:00,2,"09MID1817_18"
"389","08EAS2631",2018-08-14 15:21:00,6,"08EAS2631_18"
"392","08EVA3637",2018-08-13 15:32:00,2,"08EVA3637_18"
"401","08SAM0000",2018-08-17 16:12:00,10,"08SAM0000_18"
"4110","08ISS4748",2018-08-01 18:26:00,11,"08ISS4748_18"
"422","08WES0903",2018-08-14 21:20:00,23,"08WES0903_18"
"433","09NEW2102",2018-08-15 16:45:00,38,"09NEW2102_18"
"4410","08CED4192",2018-08-30 16:40:00,31,"08CED4192_18"
"4510","08ISS3958",2018-08-27 15:15:00,1,"08ISS3958_18"
"4610","08WES1340",2018-08-28 21:00:00,18,"08WES1340_18"
"4710","08ISS3962",2018-08-01 21:43:00,8,"08ISS3962_18"
"4810","08ISS4573",2018-08-01 16:00:00,2,"08ISS4573_18"
"497","09BLA0722",2018-08-07 17:39:00,9,"09BLA0722_18"
"5010","09BLA0716",2018-08-09 16:09:00,4,"09BLA0716_18"
"516","08CED5032",2018-08-30 21:36:00,9,"08CED5032_18"
"527","08CED2433",2018-08-29 15:47:00,4,"08CED2433_18"
"531","08ISS4730",2018-08-27 17:15:00,23,"08ISS4730_18"
"541","08ISS4884",2018-08-29 16:30:00,9,"08ISS4884_18"
"5510","08SAM2865",2018-08-28 15:45:00,4,"08SAM2865_18"
"56","08EVA3642",2018-08-30 15:13:00,2,"08EVA3642_18"
"577","08EVA3813",2018-08-30 20:40:00,7,"08EVA3813_18"
"581","09BLA0675",2018-08-07 20:20:00,13,"09BLA0675_18"
"591","09BLA0817",2018-08-08 17:00:00,6,"09BLA0817_18"
"613","09LOW0753",2018-08-09 19:32:00,1,"09LOW0753_18"
"6210","09BLA0768",2018-08-15 21:05:00,0,"09BLA0768_18"
"632","09DUW0225",2018-08-15 15:56:00,1,"09DUW0225_18"
"644","09DUW0277",2018-08-20 20:00:00,0,"09DUW0277_18"
"652","09BLA0771",2018-07-30 18:37:00,9,"09BLA0771_18"
"6610","09BLA0772",2018-07-30 16:18:00,0,"09BLA0772_18"
"673","09NEW2151",2018-08-23 16:00:00,9,"09NEW2151_18"
"6810","09LOW0325",2018-08-15 18:10:00,1,"09LOW0325_18"
"692","07GRN022903",2018-09-06 16:38:00,35,"07GRN022903_18"
"708","07RAG004615",2018-09-06 20:52:00,1,"07RAG004615_18"
"715","09DEE2208",2018-09-06 16:10:00,5,"09DEE2208_18"
"7210","08ISS4735",2018-07-27 16:15:00,3,"08ISS4735_18"
"7310","07PAT187623",2018-09-06 19:08:00,0,"07PAT187623_18"
"744","09MIL0340",2018-08-24 15:15:00,5,"09MIL0340_18"
"752","08CED2518",2018-08-01 16:00:00,2,"08CED2518_18"
"766","08WES0905",2018-08-02 20:52:00,1,"08WES0905_18"
"776","Miller_SWSSD",2018-08-30 18:00:00,8,"Miller_SWSSD_18"
"781","09DEE2211",2018-08-23 16:40:00,19,"09DEE2211_18"
"791","09MID1537",2018-09-06 18:50:00,0,"09MID1537_18"
"801","Miller_Cove",2018-08-30 16:00:00,20,"Miller_Cove_18"
"811","WalkerPreserve",2018-08-30 21:00:00,0,"WalkerPreserve_18"
"821","BSE_1_MudMtnRd",2018-08-23 21:45:00,21,"BSE_1_MudMtnRd_18"
"831","08LIT2682",2018-09-10 20:45:00,3,"08LIT2682_18"
"841","08SAM2855",2018-09-10 16:00:00,4,"08SAM2855_18"
"85","08LIT2585",2018-09-10 17:50:00,14,"08LIT2585_18"
"861","08ISS4724",2018-09-12 21:00:00,8,"08ISS4724_18"
"871","08NOR1750",2018-09-13 20:15:00,4,"08NOR1750_18"
"881","07SFS011059",2018-09-12 20:45:00,1,"07SFS011059_18"
"89","08NOR1370",2018-09-13 15:19:00,18,"08NOR1370_18"
"901","08EAS1536",2018-09-17 21:00:00,0,"08EAS1536_18"
"911","07LMS103591",2018-09-18 21:15:00,4,"07LMS103591_18"
"921","08CED5046",2018-09-17 16:32:00,0,"08CED5046_18"
"931","08NOR2306",2018-09-13 21:06:00,0,"08NOR2306_18"
"941","08NOR1362",2018-09-13 17:50:00,1,"08NOR1362_18"
"951","08LIT2781",2018-09-17 15:30:00,1,"08LIT2781_18"
"961","07SFS041891",2018-09-18 17:23:00,4,"07SFS041891_18"
"971","07SFS011475",2018-09-18 19:30:00,9,"07SFS011475_18"
