PSSB_SAMPID,PSSB_SITID,PSSB_VISID,tblSampleEvent_SAMPLE_NUMBER,SITE_ID,SampleDate,Time,tblRiffleGroup_SAMPLE_NUMBER,Reach_Length_ft,Number_of_Riffles_Sampled,Streambank_Stability,RiffleNumber,Riffle_Flow_Distance_ft,Riffle_Flow_Time_sec_Rep1,Riffle_Flow_Time_sec_Rep2,Riffle_Flow_Time_sec_Rep3
11926,2221,7327,07SFS011475_14,07SFS011475,9/4/2014 0:00:00,12/30/1899 10:28:00,07SFS011475_14,141,1,3,,20,11.62,9.94,12.81
11925,2219,7326,07LMS016051_14,07LMS016051,8/26/2014 0:00:00,12/30/1899 12:00:00,07LMS016051_14,870.2,4,3,,16.4,6.72,6.97,6.65
11925,2219,7326,07LMS016051_14,07LMS016051,8/26/2014 0:00:00,12/30/1899 12:00:00,07LMS016051_14,870.2,4,3,,16.4,4.78,4.72,4.97
11925,2219,7326,07LMS016051_14,07LMS016051,8/26/2014 0:00:00,12/30/1899 12:00:00,07LMS016051_14,870.2,4,3,,16.4,4.44,4.46,4.25
11925,2219,7326,07LMS016051_14,07LMS016051,8/26/2014 0:00:00,12/30/1899 12:00:00,07LMS016051_14,870.2,4,3,,16.4,5.87,5.47,4.93
11924,2225,7325,07PAT001415_14,07PAT001415,8/29/2014 0:00:00,12/30/1899 10:00:00,07PAT001415_14,71,4,4,,8.5,6,7,6
11924,2225,7325,07PAT001415_14,07PAT001415,8/29/2014 0:00:00,12/30/1899 10:00:00,07PAT001415_14,71,4,4,,13,11,14,9
11924,2225,7325,07PAT001415_14,07PAT001415,8/29/2014 0:00:00,12/30/1899 10:00:00,07PAT001415_14,71,4,4,,,,,
11924,2225,7325,07PAT001415_14,07PAT001415,8/29/2014 0:00:00,12/30/1899 10:00:00,07PAT001415_14,71,4,4,,7,3,3,4
11923,2222,7324,07SFS011059_14,07SFS011059,8/26/2014 0:00:00,12/30/1899 14:00:00,07SFS011059_14,165,1,3,,16.4,5.25,5.06,5
11874,127,7278,08CED4975_14,08CED4975,9/23/2014 0:00:00,12/30/1899 14:23:00,08CED4975_14,52.8,4,3,,3,2.16,2.57,1.99
11874,127,7278,08CED4975_14,08CED4975,9/23/2014 0:00:00,12/30/1899 14:23:00,08CED4975_14,52.8,4,3,,3,1.62,2.05,1.73
11874,127,7278,08CED4975_14,08CED4975,9/23/2014 0:00:00,12/30/1899 14:23:00,08CED4975_14,52.8,4,3,,3,1.92,1.85,1.66
11874,127,7278,08CED4975_14,08CED4975,9/23/2014 0:00:00,12/30/1899 14:23:00,08CED4975_14,52.8,4,3,,4,2.76,2.15,2.25
12434,129,7595,08CED5046_14,08CED5046,9/23/2014 0:00:00,12/30/1899 12:15:00,08CED5046_14,129.3,4,3,,5,2.54,2.67,2.86
12434,129,7595,08CED5046_14,08CED5046,9/23/2014 0:00:00,12/30/1899 12:15:00,08CED5046_14,129.3,4,3,,5,3.89,3.49,3.7
12434,129,7595,08CED5046_14,08CED5046,9/23/2014 0:00:00,12/30/1899 12:15:00,08CED5046_14,129.3,4,3,,3,1.91,2.17,1.72
12434,129,7595,08CED5046_14,08CED5046,9/23/2014 0:00:00,12/30/1899 12:15:00,08CED5046_14,129.3,4,3,,6,4.04,3.52,3.7
11875,128,7279,08CED5032_14,08CED5032,9/23/2014 0:00:00,12/30/1899 9:30:00,08CED5032_14,82,4,3,,3,2.5,2.52,2.63
11875,128,7279,08CED5032_14,08CED5032,9/23/2014 0:00:00,12/30/1899 9:30:00,08CED5032_14,82,4,3,,4,3.01,2.73,2.86
11875,128,7279,08CED5032_14,08CED5032,9/23/2014 0:00:00,12/30/1899 9:30:00,08CED5032_14,82,4,3,,4,2.93,2.94,2.54
11875,128,7279,08CED5032_14,08CED5032,9/23/2014 0:00:00,12/30/1899 9:30:00,08CED5032_14,82,4,3,,3,1.96,1.88,1.94
12437,110,7280,08BEA3312_14,08BEA3312,8/6/2014 0:00:00,12/30/1899 11:50:00,08BEA3312_14,91,4,2,,5,3.72,4.09,4.01
12437,110,7280,08BEA3312_14,08BEA3312,8/6/2014 0:00:00,12/30/1899 11:50:00,08BEA3312_14,91,4,2,,5,2.7,3.01,2.98
12437,110,7280,08BEA3312_14,08BEA3312,8/6/2014 0:00:00,12/30/1899 11:50:00,08BEA3312_14,91,4,2,,5,3.22,3.31,3.09
12437,110,7280,08BEA3312_14,08BEA3312,8/6/2014 0:00:00,12/30/1899 11:50:00,08BEA3312_14,91,4,2,,5,1.63,2.34,1.94
11872,140,7276,08BEA3474_14,08BEA3474,9/6/2014 0:00:00,12/30/1899 15:10:00,08BEA3474_14,76,1,3,,10,3.21,2.94,3.29
11873,113,7277,08BEA3478_14,08BEA3478,9/15/2014 0:00:00,12/30/1899 9:15:00,08BEA3478_14,175,3,2,,5,3.01,3.14,2.98
11873,113,7277,08BEA3478_14,08BEA3478,9/15/2014 0:00:00,12/30/1899 9:15:00,08BEA3478_14,175,3,2,,5,2.75,2.81,2.77
11873,113,7277,08BEA3478_14,08BEA3478,9/15/2014 0:00:00,12/30/1899 9:15:00,08BEA3478_14,175,3,2,,3,2.75,2.56,2.78
11871,114,7275,08BEA3571_14,08BEA3571,9/3/2014 0:00:00,12/30/1899 10:15:00,08BEA3571_14,50,1,2,,5,1.91,1.56,1.85
11870,115,7274,08BEA3650_14,08BEA3650,8/26/2014 0:00:00,12/30/1899 11:30:00,08BEA3650_14,75,1,3,,5,2,1.96,1.99
11869,116,7273,08BEA3737_14,08BEA3737,8/26/2014 0:00:00,12/30/1899 10:40:00,08BEA3737_14,140,4,2,,5,2.13,2.22,2.06
11869,116,7273,08BEA3737_14,08BEA3737,8/26/2014 0:00:00,12/30/1899 10:40:00,08BEA3737_14,140,4,2,,5,2.75,2.75,2.78
11869,116,7273,08BEA3737_14,08BEA3737,8/26/2014 0:00:00,12/30/1899 10:40:00,08BEA3737_14,140,4,2,,3,1.59,1.75,1.87
11869,116,7273,08BEA3737_14,08BEA3737,8/26/2014 0:00:00,12/30/1899 10:40:00,08BEA3737_14,140,4,2,,5,3.07,3.18,2.75
12427,117,7266,08BEA3747_14,08BEA3747,9/3/2014 0:00:00,12/30/1899 11:30:00,08BEA3747_14,200,4,4,,3,1.51,1.46,
12427,117,7266,08BEA3747_14,08BEA3747,9/3/2014 0:00:00,12/30/1899 11:30:00,08BEA3747_14,200,4,4,,3,2.51,2.34,2.72
12427,117,7266,08BEA3747_14,08BEA3747,9/3/2014 0:00:00,12/30/1899 11:30:00,08BEA3747_14,200,4,4,,4,2.06,2,2.09
12427,117,7266,08BEA3747_14,08BEA3747,9/3/2014 0:00:00,12/30/1899 11:30:00,08BEA3747_14,200,4,4,,5,3.14,3.2,3.2
11868,118,7272,08BEA3826_14,08BEA3826,9/2/2014 0:00:00,12/30/1899 10:45:00,08BEA3826_14,115,4,,,3,3.9,4.03,3.69
11868,118,7272,08BEA3826_14,08BEA3826,9/2/2014 0:00:00,12/30/1899 10:45:00,08BEA3826_14,115,4,,,3,3.4,3.09,3.19
11868,118,7272,08BEA3826_14,08BEA3826,9/2/2014 0:00:00,12/30/1899 10:45:00,08BEA3826_14,115,4,,,3,2.91,3.08,3
11868,118,7272,08BEA3826_14,08BEA3826,9/2/2014 0:00:00,12/30/1899 10:45:00,08BEA3826_14,115,4,,,3,1.4,1.43,1.5
11867,158,7271,08ISS4735_14,08ISS4735,9/4/2014 0:00:00,12/30/1899 10:30:00,08ISS4735_14,135,4,3,,3,0.93,0.75,0.81
11867,158,7271,08ISS4735_14,08ISS4735,9/4/2014 0:00:00,12/30/1899 10:30:00,08ISS4735_14,135,4,3,,5,2,1.9,2.04
11867,158,7271,08ISS4735_14,08ISS4735,9/4/2014 0:00:00,12/30/1899 10:30:00,08ISS4735_14,135,4,3,,3,1.97,1.56,1.91
11867,158,7271,08ISS4735_14,08ISS4735,9/4/2014 0:00:00,12/30/1899 10:30:00,08ISS4735_14,135,4,3,,3,1.47,1.81,1.35
11866,161,7270,08LAK2827_14,08LAK2827,8/12/2014 0:00:00,12/30/1899 9:05:00,08LAK2827_14,56,3,3,,5,2.69,2.53,2.91
11866,161,7270,08LAK2827_14,08LAK2827,8/12/2014 0:00:00,12/30/1899 9:05:00,08LAK2827_14,56,3,3,,5,2.09,1.75,2.03
11866,161,7270,08LAK2827_14,08LAK2827,8/12/2014 0:00:00,12/30/1899 9:05:00,08LAK2827_14,56,3,3,,5,4.38,4.63,4.09
11877,162,7282,08LAK3121_14,08LAK3121,9/2/2014 0:00:00,12/30/1899 9:10:00,08LAK3121_14,125,4,2,,3,2.46,2.28,2.48
11877,162,7282,08LAK3121_14,08LAK3121,9/2/2014 0:00:00,12/30/1899 9:10:00,08LAK3121_14,125,4,2,,3,2.25,2.44,3.09
11877,162,7282,08LAK3121_14,08LAK3121,9/2/2014 0:00:00,12/30/1899 9:10:00,08LAK3121_14,125,4,2,,3,2.72,2.69,2.66
11877,162,7282,08LAK3121_14,08LAK3121,9/2/2014 0:00:00,12/30/1899 9:10:00,08LAK3121_14,125,4,2,,3,2.88,3.09,3.18
11864,163,7268,08LAK3540_14,08LAK3540,8/21/2014 0:00:00,12/30/1899 23:05:00,08LAK3540_14,110,3,3,,3,1.53,1.5,1.47
11864,163,7268,08LAK3540_14,08LAK3540,8/21/2014 0:00:00,12/30/1899 23:05:00,08LAK3540_14,110,3,3,,3,2.09,1.88,2.11
11864,163,7268,08LAK3540_14,08LAK3540,8/21/2014 0:00:00,12/30/1899 23:05:00,08LAK3540_14,110,3,3,,3,1.91,1.66,1.67
12429,164,7267,08LAK3616_14,08LAK3616,8/5/2014 0:00:00,12/30/1899 9:30:00,08LAK3616_14,63,2,2,,5,5.03,4.69,5.07
12429,164,7267,08LAK3616_14,08LAK3616,8/5/2014 0:00:00,12/30/1899 9:30:00,08LAK3616_14,63,2,2,,5,2.72,2.69,2.37
11883,165,7288,08LAK3627_14,08LAK3627,8/21/2014 0:00:00,12/30/1899 10:05:00,08LAK3627_14,93,2,3,,5,2.37,2.03,2.22
11883,165,7288,08LAK3627_14,08LAK3627,8/21/2014 0:00:00,12/30/1899 10:05:00,08LAK3627_14,93,2,3,,5,2.35,2.62,1.91
11882,166,7287,08LAK3628_14,08LAK3628,8/21/2014 0:00:00,12/30/1899 9:10:00,08LAK3628_14,50,4,3,,3,2.03,2.19,2.16
11882,166,7287,08LAK3628_14,08LAK3628,8/21/2014 0:00:00,12/30/1899 9:10:00,08LAK3628_14,50,4,3,,3,2.56,2.57,2.53
11882,166,7287,08LAK3628_14,08LAK3628,8/21/2014 0:00:00,12/30/1899 9:10:00,08LAK3628_14,50,4,3,,3,1.63,1.96,1.94
11882,166,7287,08LAK3628_14,08LAK3628,8/21/2014 0:00:00,12/30/1899 9:10:00,08LAK3628_14,50,4,3,,3,2.25,2.1,2.13
11881,167,7286,08LAK3699_14,08LAK3699,8/5/2014 0:00:00,12/30/1899 11:00:00,08LAK3699_14,93,3,3,,5,2.09,2.3,1.97
11881,167,7286,08LAK3699_14,08LAK3699,8/5/2014 0:00:00,12/30/1899 11:00:00,08LAK3699_14,93,3,3,,5,1.72,2.22,2.2
11881,167,7286,08LAK3699_14,08LAK3699,8/5/2014 0:00:00,12/30/1899 11:00:00,08LAK3699_14,93,3,3,,5,2.6,2.81,2.91
11880,168,7285,08LAK3879_14,08LAK3879,8/12/2014 0:00:00,12/30/1899 11:10:00,08LAK3879_14,179,4,2,,3,1.84,1.72,1.82
11880,168,7285,08LAK3879_14,08LAK3879,8/12/2014 0:00:00,12/30/1899 11:10:00,08LAK3879_14,179,4,2,,3,3.88,3.6,3.6
11880,168,7285,08LAK3879_14,08LAK3879,8/12/2014 0:00:00,12/30/1899 11:10:00,08LAK3879_14,179,4,2,,3,1.66,2,2.28
11880,168,7285,08LAK3879_14,08LAK3879,8/12/2014 0:00:00,12/30/1899 11:10:00,08LAK3879_14,179,4,2,,3,2.59,2.13,2.33
11879,169,7284,08LAK3880_14,08LAK3880,8/12/2014 0:00:00,12/30/1899 13:30:00,08LAK3880_14,75,1,2,,5,1.84,1.78,1.87
11878,111,7283,08BEA3321_14,08BEA3321,8/6/2014 0:00:00,12/30/1899 13:15:00,08BEA3321_14,125,4,3,,5,1.62,1.47,1.34
11878,111,7283,08BEA3321_14,08BEA3321,8/6/2014 0:00:00,12/30/1899 13:15:00,08BEA3321_14,125,4,3,,3,1.17,1.22,1.22
11878,111,7283,08BEA3321_14,08BEA3321,8/6/2014 0:00:00,12/30/1899 13:15:00,08BEA3321_14,125,4,3,,5,1.88,2.18,2.17
11878,111,7283,08BEA3321_14,08BEA3321,8/6/2014 0:00:00,12/30/1899 13:15:00,08BEA3321_14,125,4,3,,5,2,1.75,1.94
12221,2215,7538,NPDES_BP8_14,NPDESBP8,9/15/2014 0:00:00,12/30/1899 12:15:00,NPDES_BP8_14,84.05,4,2,,5,4.34,4.06,4.53
12221,2215,7538,NPDES_BP8_14,NPDESBP8,9/15/2014 0:00:00,12/30/1899 12:15:00,NPDES_BP8_14,84.05,4,2,,7,6.59,6.62,5.53
12221,2215,7538,NPDES_BP8_14,NPDESBP8,9/15/2014 0:00:00,12/30/1899 12:15:00,NPDES_BP8_14,84.05,4,2,,7,7.59,7.66,6.4
12221,2215,7538,NPDES_BP8_14,NPDESBP8,9/15/2014 0:00:00,12/30/1899 12:15:00,NPDES_BP8_14,84.05,4,2,,5,3.69,3.56,2.97
12218,2242,7535,MontRed94_14,MontRed94,9/29/2014 0:00:00,12/30/1899 9:30:00,MontRed94_14,83.6,4,3,,4,2,2.49,2.5
12218,2242,7535,MontRed94_14,MontRed94,9/29/2014 0:00:00,12/30/1899 9:30:00,MontRed94_14,83.6,4,3,,5,3.57,3.48,3.68
12218,2242,7535,MontRed94_14,MontRed94,9/29/2014 0:00:00,12/30/1899 9:30:00,MontRed94_14,83.6,4,3,,5,3.97,4.49,4.03
12218,2242,7535,MontRed94_14,MontRed94,9/29/2014 0:00:00,12/30/1899 9:30:00,MontRed94_14,83.6,4,3,,5,2.41,2.32,2.47
12223,914,7540,WAM06600_017111_14,WAM06600_01711,9/29/2014 0:00:00,12/30/1899 12:30:00,WAM06600_01711_14,357.5,3,2,,6,3.5,2.57,2.97
12223,914,7540,WAM06600_017111_14,WAM06600_01711,9/29/2014 0:00:00,12/30/1899 12:30:00,WAM06600_01711_14,357.5,3,2,,9,3.72,4.13,3.88
12223,914,7540,WAM06600_017111_14,WAM06600_01711,9/29/2014 0:00:00,12/30/1899 12:30:00,WAM06600_01711_14,357.5,3,2,,6,2.31,2.5,2.5
12225,929,7542,WAM06600_076119_14,WAM06600_076119,9/29/2014 0:00:00,12/30/1899 11:00:00,WAM06600_076119_14,173.9,4,2,,9,3.38,4.12,3.9
12225,929,7542,WAM06600_076119_14,WAM06600_076119,9/29/2014 0:00:00,12/30/1899 11:00:00,WAM06600_076119_14,173.9,4,2,,7,2.22,2.22,2.16
12225,929,7542,WAM06600_076119_14,WAM06600_076119,9/29/2014 0:00:00,12/30/1899 11:00:00,WAM06600_076119_14,173.9,4,2,,6,1.97,1.94,2.03
12225,929,7542,WAM06600_076119_14,WAM06600_076119,9/29/2014 0:00:00,12/30/1899 11:00:00,WAM06600_076119_14,173.9,4,2,,6,1.97,2.47,2.71
12219,2213,7536,NPDES_BP1_14,NPDESBP1,9/15/2014 0:00:00,12/30/1899 14:15:00,NPDES_BP1_14,82.2,3,2,,10,5.06,5.47,5.34
12219,2213,7536,NPDES_BP1_14,NPDESBP1,9/15/2014 0:00:00,12/30/1899 14:15:00,NPDES_BP1_14,82.2,3,2,,10,3,3.09,3
12219,2213,7536,NPDES_BP1_14,NPDESBP1,9/15/2014 0:00:00,12/30/1899 14:15:00,NPDES_BP1_14,82.2,3,2,,6,4.5,5.16,4.44
12312,2227,7330,Bse_1_MudMtnRd_14,Bse_1MudMtnRd,10/6/2014 0:00:00,12/30/1899 21:30:00,Bse_1MudMtnRd_14,161,4,4,,8,4.47,4.46,4.4
12312,2227,7330,Bse_1_MudMtnRd_14,Bse_1MudMtnRd,10/6/2014 0:00:00,12/30/1899 21:30:00,Bse_1MudMtnRd_14,161,4,4,,9,4.7,4.32,4.48
12312,2227,7330,Bse_1_MudMtnRd_14,Bse_1MudMtnRd,10/6/2014 0:00:00,12/30/1899 21:30:00,Bse_1MudMtnRd_14,161,4,4,,7,3.27,3.39,2.77
12312,2227,7330,Bse_1_MudMtnRd_14,Bse_1MudMtnRd,10/6/2014 0:00:00,12/30/1899 21:30:00,Bse_1MudMtnRd_14,161,4,4,,8,4.74,5.14,5.72
12313,2226,7329,Bse_8_268thAveSE_14,Bse_8_268AveSE,10/6/2014 0:00:00,12/30/1899 13:00:00,Bse_8_268AveSE_14,98,3,3,,8,3.85,3.43,3.5
12313,2226,7329,Bse_8_268thAveSE_14,Bse_8_268AveSE,10/6/2014 0:00:00,12/30/1899 13:00:00,Bse_8_268AveSE_14,98,3,3,,8,2.3,2.69,2.78
12313,2226,7329,Bse_8_268thAveSE_14,Bse_8_268AveSE,10/6/2014 0:00:00,12/30/1899 13:00:00,Bse_8_268AveSE_14,98,3,3,,10,4.29,3.86,3.94
12311,2228,7331,Bse_21_golfcrs_14,Bse_21_golfcrs,10/6/2014 0:00:00,12/30/1899 11:00:00,Bse_21_golfcrs_14,167,4,3,,10,4.6,4.39,4.38
12311,2228,7331,Bse_21_golfcrs_14,Bse_21_golfcrs,10/6/2014 0:00:00,12/30/1899 11:00:00,Bse_21_golfcrs_14,167,4,3,,7,2.57,3.12,3.16
12311,2228,7331,Bse_21_golfcrs_14,Bse_21_golfcrs,10/6/2014 0:00:00,12/30/1899 11:00:00,Bse_21_golfcrs_14,167,4,3,,10,4.94,5.21,4.93
12311,2228,7331,Bse_21_golfcrs_14,Bse_21_golfcrs,10/6/2014 0:00:00,12/30/1899 11:00:00,Bse_21_golfcrs_14,167,4,3,,7,2.57,2.59,2.88
11919,2223,7320,07STL005879_14,07STL005879,9/25/2014 0:00:00,12/30/1899 12:00:00,07STL005879_14,199,4,3,,3,1.74,1.9,1.82
11919,2223,7320,07STL005879_14,07STL005879,9/25/2014 0:00:00,12/30/1899 12:00:00,07STL005879_14,199,4,3,,3,3.54,4.1,3.15
11919,2223,7320,07STL005879_14,07STL005879,9/25/2014 0:00:00,12/30/1899 12:00:00,07STL005879_14,199,4,3,,3,1.67,2,1.75
11919,2223,7320,07STL005879_14,07STL005879,9/25/2014 0:00:00,12/30/1899 12:00:00,07STL005879_14,199,4,3,,5,4.6,5.21,4.2
12315,272,7349,VashChris_14,VashChris,10/3/2014 0:00:00,12/30/1899 10:30:00,VashChris_14,125,4,3,,10,3.13,2.93,4.31
12315,272,7349,VashChris_14,VashChris,10/3/2014 0:00:00,12/30/1899 10:30:00,VashChris_14,125,4,3,,10,3.38,2.81,2.81
12315,272,7349,VashChris_14,VashChris,10/3/2014 0:00:00,12/30/1899 10:30:00,VashChris_14,125,4,3,,10,3.06,2.84,2.6
12315,272,7349,VashChris_14,VashChris,10/3/2014 0:00:00,12/30/1899 10:30:00,VashChris_14,125,4,3,,10,3.28,2.97,3.68
12438,525,7597,VashJudd_14,VashJudd,10/5/2014 0:00:00,12/30/1899 10:30:00,VashJudd_14,200,4,4,,10,4.62,4.99,5.13
12438,525,7597,VashJudd_14,VashJudd,10/5/2014 0:00:00,12/30/1899 10:30:00,VashJudd_14,200,4,4,,10,4.5,4.96,3.75
12438,525,7597,VashJudd_14,VashJudd,10/5/2014 0:00:00,12/30/1899 10:30:00,VashJudd_14,200,4,4,,10,4.72,5.79,3.72
12438,525,7597,VashJudd_14,VashJudd,10/5/2014 0:00:00,12/30/1899 10:30:00,VashJudd_14,200,4,4,,10,4.96,5.32,5.19
12317,274,7347,VashShing_14,VashShing,9/28/2014 0:00:00,12/30/1899 10:00:00,VashShing_14,100,4,2,,10,3.64,3.27,4.19
12317,274,7347,VashShing_14,VashShing,9/28/2014 0:00:00,12/30/1899 10:00:00,VashShing_14,100,4,2,,10,4.85,5.34,4.76
12317,274,7347,VashShing_14,VashShing,9/28/2014 0:00:00,12/30/1899 10:00:00,VashShing_14,100,4,2,,10,2.85,3.15,3.07
12317,274,7347,VashShing_14,VashShing,9/28/2014 0:00:00,12/30/1899 10:00:00,VashShing_14,100,4,2,,10,4.34,5.17,4.29
12824,136,7922,08EAS2446_15,08EAS2446,7/28/2015 0:00:00,12/30/1899 9:30:00,08EAS2446_15,116.3,4,3,,10,6.69,7.66,7.21
12824,136,7922,08EAS2446_15,08EAS2446,7/28/2015 0:00:00,12/30/1899 9:30:00,08EAS2446_15,116.3,4,3,,9,5.41,6,6.94
12824,136,7922,08EAS2446_15,08EAS2446,7/28/2015 0:00:00,12/30/1899 9:30:00,08EAS2446_15,116.3,4,3,,5,4.09,3.59,5.12
12824,136,7922,08EAS2446_15,08EAS2446,7/28/2015 0:00:00,12/30/1899 9:30:00,08EAS2446_15,116.3,4,3,,10,6.66,7.85,8.25
12837,159,7937,08ISS4748_15,08ISS4748,8/3/2015 0:00:00,12/30/1899 11:35:00,08ISS4748_15,149.7,4,3,,7,3.9,4.5,3.83
12837,159,7937,08ISS4748_15,08ISS4748,8/3/2015 0:00:00,12/30/1899 11:35:00,08ISS4748_15,149.7,4,3,,7,4.19,3.56,3.91
12837,159,7937,08ISS4748_15,08ISS4748,8/3/2015 0:00:00,12/30/1899 11:35:00,08ISS4748_15,149.7,4,3,,9,4.88,5,5.25
12837,159,7937,08ISS4748_15,08ISS4748,8/3/2015 0:00:00,12/30/1899 11:35:00,08ISS4748_15,149.7,4,3,,7,3.06,3.81,2.93
12839,121,7942,08CED2518_15,08CED2518,8/13/2015 0:00:00,12/30/1899 8:24:00,08CED2518_15,138.3,3,3,,5,4.46,4.06,4.78
12840,122,7943,08CED2711_15,08CED2711,8/13/2015 0:00:00,12/30/1899 11:00:00,08CED2711_15,46.8,4,2,,3,3.03,2.47,2.65
12840,122,7943,08CED2711_15,08CED2711,8/13/2015 0:00:00,12/30/1899 11:00:00,08CED2711_15,46.8,4,2,,3,2.09,1.97,2.22
12840,122,7943,08CED2711_15,08CED2711,8/13/2015 0:00:00,12/30/1899 11:00:00,08CED2711_15,46.8,4,2,,3.5,2.25,3.28,3.34
12840,122,7943,08CED2711_15,08CED2711,8/13/2015 0:00:00,12/30/1899 11:00:00,08CED2711_15,46.8,4,2,,2,1.44,1.66,1.65
12827,197,7925,08SAM3047_15,08SAM3047,7/29/2015 0:00:00,12/30/1899 11:00:00,08SAM3047_15,91.8,4,2,,4.5,3.97,4.35,4.55
12827,197,7925,08SAM3047_15,08SAM3047,7/29/2015 0:00:00,12/30/1899 11:00:00,08SAM3047_15,91.8,4,2,,5,6.6,5.62,7.15
12827,197,7925,08SAM3047_15,08SAM3047,7/29/2015 0:00:00,12/30/1899 11:00:00,08SAM3047_15,91.8,4,2,,4,6.06,6.6,6.94
12827,197,7925,08SAM3047_15,08SAM3047,7/29/2015 0:00:00,12/30/1899 11:00:00,08SAM3047_15,91.8,4,2,,5,4.71,5.62,5.15
12880,169,7986,08LAK3880_15,08LAK3880,8/17/2015 0:00:00,12/30/1899 13:00:00,08LAK3880_15,70.1,1,2,,6,4.47,4.85,5.25
12881,151,7987,08ISS3958_15,08ISS3958,8/17/2015 0:00:00,12/30/1899 14:30:00,08ISS3958_15,20,1,,,3,2.41,2.39,2.33
12882,150,7988,08ISS3877_15,08ISS3877,8/17/2015 0:00:00,12/30/1899 9:55:00,08ISS3877_15,516.7,4,2,,5,2.15,2.43,2.33
12882,150,7988,08ISS3877_15,08ISS3877,8/17/2015 0:00:00,12/30/1899 9:55:00,08ISS3877_15,516.7,4,2,,5,4.1,3.9,3.54
12882,150,7988,08ISS3877_15,08ISS3877,8/17/2015 0:00:00,12/30/1899 9:55:00,08ISS3877_15,516.7,4,2,,5,1.81,1.75,1.83
12882,150,7988,08ISS3877_15,08ISS3877,8/17/2015 0:00:00,12/30/1899 9:55:00,08ISS3877_15,516.7,4,2,,5,2.13,2.85,2.13
12900,210,8008,09BLA0722_15,09BLA0722,8/19/2015 0:00:00,12/30/1899 10:40:00,09BLA0722_15,53.23,4,2,,2,1.53,2.06,1.81
12900,210,8008,09BLA0722_15,09BLA0722,8/19/2015 0:00:00,12/30/1899 10:40:00,09BLA0722_15,53.23,4,2,,2,2.84,2.34,2.28
12900,210,8008,09BLA0722_15,09BLA0722,8/19/2015 0:00:00,12/30/1899 10:40:00,09BLA0722_15,53.23,4,2,,2,2.47,2.19,2.19
12900,210,8008,09BLA0722_15,09BLA0722,8/19/2015 0:00:00,12/30/1899 10:40:00,09BLA0722_15,53.23,4,2,,4,4.21,3.78,4.16
12899,211,8007,09BLA0756_15,09BLA0756,8/19/2015 0:00:00,12/30/1899 8:45:00,09BLA0756_15,105.8,4,3,,5,3.59,3.31,3.72
12899,211,8007,09BLA0756_15,09BLA0756,8/19/2015 0:00:00,12/30/1899 8:45:00,09BLA0756_15,105.8,4,3,,3,3.59,3.86,5.41
12899,211,8007,09BLA0756_15,09BLA0756,8/19/2015 0:00:00,12/30/1899 8:45:00,09BLA0756_15,105.8,4,3,,4,3.56,6.05,4.8
12899,211,8007,09BLA0756_15,09BLA0756,8/19/2015 0:00:00,12/30/1899 8:45:00,09BLA0756_15,105.8,4,3,,,,,
12898,220,8006,09COV1756_15,09COV1756,8/19/2015 0:00:00,12/30/1899 13:21:00,09COV1756_15,189.8,4,2,,5,7.3,8.28,4.61
12898,220,8006,09COV1756_15,09COV1756,8/19/2015 0:00:00,12/30/1899 13:21:00,09COV1756_15,189.8,4,2,,7,4.15,3.62,3.66
12898,220,8006,09COV1756_15,09COV1756,8/19/2015 0:00:00,12/30/1899 13:21:00,09COV1756_15,189.8,4,2,,7,3.83,2.71,3.06
12898,220,8006,09COV1756_15,09COV1756,8/19/2015 0:00:00,12/30/1899 13:21:00,09COV1756_15,189.8,4,2,,2,1.27,1.88,1.76
12897,216,8005,09BLA0817_15,09BLA0817,8/18/2015 0:00:00,12/30/1899 14:30:00,09BLA0817_15,115,4,,,8,3.13,3.34,3.41
12897,216,8005,09BLA0817_15,09BLA0817,8/18/2015 0:00:00,12/30/1899 14:30:00,09BLA0817_15,115,4,,,5,3.41,4.25,4.78
12897,216,8005,09BLA0817_15,09BLA0817,8/18/2015 0:00:00,12/30/1899 14:30:00,09BLA0817_15,115,4,,,5,5.57,4.53,4.31
12897,216,8005,09BLA0817_15,09BLA0817,8/18/2015 0:00:00,12/30/1899 14:30:00,09BLA0817_15,115,4,,,8,5,5.63,6.4
12893,125,8001,08CED4192_15,08CED4192,8/18/2015 0:00:00,12/30/1899 11:45:00,08CED4192_15,156.2,4,4,,6,3.56,3.59,4.6
12893,125,8001,08CED4192_15,08CED4192,8/18/2015 0:00:00,12/30/1899 11:45:00,08CED4192_15,156.2,4,4,,8,3.03,3.25,3.72
12893,125,8001,08CED4192_15,08CED4192,8/18/2015 0:00:00,12/30/1899 11:45:00,08CED4192_15,156.2,4,4,,6,4.47,3.91,5.06
12893,125,8001,08CED4192_15,08CED4192,8/18/2015 0:00:00,12/30/1899 11:45:00,08CED4192_15,156.2,4,4,,6,3.41,3.57,3.41
12892,123,8000,08CED2898_15,08CED2898,8/18/2015 0:00:00,12/30/1899 13:50:00,08CED2898_15,82,4,2,,4,3.34,4.25,3.56
12892,123,8000,08CED2898_15,08CED2898,8/18/2015 0:00:00,12/30/1899 13:50:00,08CED2898_15,82,4,2,,3,1.53,1.44,1.69
12892,123,8000,08CED2898_15,08CED2898,8/18/2015 0:00:00,12/30/1899 13:50:00,08CED2898_15,82,4,2,,4,2.5,3,3.53
